#BOF|2021.04.23|19:00:02
#SYM|CUR|NAME|CON|ISIN|REBATERATE|FEERATE|AVAILABLE|
EYEN|USD|EYENOVIA INC|304278092|XXXXXXXE1047|-1.7674|1.8274|200000|
EYLD|USD|CAMBRIA EMERG SHRHLDR YIELD|240493868|XXXXXXX17061|-4.7612|4.8212|45000|
EYPT|USD|EYEPOINT PHARMACEUTICALS INC|459450984|XXXXXXXG2093|-0.7890|0.8490|100000|
EZA|USD|ISHARES MSCI SOUTH AFRICA ET|17058090|XXXXXXX67802|-0.6972|0.7572|650000|
EZEN|USD|EZENIA! INC|6477739|XXXXXXX11053|-1.5209|1.5809|400000|
EZGO|USD|EZGO TECHNOLOGIES LTD|467746563|VGG5279F1027|-22.1844|22.2444|85000|
EZJ|USD|PROSHARES ULTRA MSCI JAPAN|60754517|XXXXXXXX7084|-2.0880|2.1480|7000|
EZM|USD|WISDOMTREE US MIDCAP FUND|43130881|XXXXXXXW5702|-2.5519|2.6119|30000|
EZOO|USD|EZAGOO LTD|440782784|XXXXXXXL1089|-3.6785|3.7385|5000|
EZPW|USD|EZCORP INC-CL A|269097|XXXXXXX11063|-0.3590|0.4190|3200000|
EZTD|USD|EZTD INC|228527141|XXXXXXX42071|-0.8532|0.9132|3000|
EZU|USD|ISHARES MSCI EUROZONE ETF|10435397|XXXXXXX66085|-1.7357|1.7957|450000|
F|USD|FORD MOTOR CO|9599491|XXXXXXX08600|-0.1900|0.2500|>10000000|
F PRB|USD|FORD MOTOR COMPANY PFD|367707978|XXXXXXX08451|-0.4101|0.4701|90000|
F PRC|USD|FORD MOTOR COMPANY|394959345|XXXXXXX08378|-0.4131|0.4731|80000|
FAB|USD|FIRST TRUST MULTI CAP VALUE|44000292|XXXXXXXC1080|-1.2494|1.3094|5000|
FACA|USD|FIGURE ACQUISITION CORP I -A|480327059|XXXXXXX81069|-1.4144|1.4744|200000|
FACA U|USD|FIGURE ACQUISITION CORP I|471804630|XXXXXXX82059|-0.5466|0.6066|100000|
FACO|USD|FIRST ACCEPTANCE CORP|2007957|XXXXXXX71087|-1.6181|1.6781|250000|
FACT|USD|FREEDOM ACQUISITION I CORP-A|481674156|KYG3663X1108|-1.1600|1.2200|500|
FACT U|USD|FREEDOM ACQUISITION I CORP|474006126|KYG3663X1025|-0.6188|0.6788|250000|
FAD|USD|FIRST TRUST MULTI CAP GROWTH|44000299|XXXXXXXF1012|-1.5420|1.6020|15000|
FAF|USD|FIRST AMERICAN FINANCIAL|75472985|XXXXXXXR1023|-0.1900|0.2500|3800000|
FAGI|USD|FULL ALLIANCE GROUP INC|272561914|XXXXXXXK1016|-2.0470|2.1070|2000|
FAII|USD|FORTRESS VALUE ACQUISIT-CL A|447585298|XXXXXXX21088|-5.2679|5.3279|40000|
FAIL|USD|CAMBRIA GLOBAL TAIL RISK ETF|223579680|XXXXXXX18051|-1.2250|1.2850|300|
FALC|USD|FALCONSTOR SOFTWARE INC|378460956|XXXXXXX72096|-1.5891|1.6491|300|
FALN|USD|ISHARES FALLEN ANGELS ETF|236855028|XXXXXXXG4745|-3.3921|3.4521|15000|
FAM|USD|FIRST TRUST ABERDEEN GLOBAL|32400420|XXXXXXX91077|-10.3714|10.4314|15000|
FAMI|USD|FARMMI INC|306769238|KYG332771073|-28.8707|28.9307|850000|
FAN|USD|FIRST TRUST GLOBAL WIND ENER|51834663|XXXXXXXG1067|-6.9567|7.0167|400000|
FANG|USD|DIAMONDBACK ENERGY INC|115441080|XXXXXXXX1090|-0.1900|0.2500|3000000|
FANH|USD|FANHUA INC-SPONSORED ADR|257941393|XXXXXXXA1034|-0.6318|0.6918|250000|
FANUY|USD|FANUC CORP-UNSP ADR|54741137|XXXXXXX51027|-2.8780|2.9380|3800000|
FARM|USD|FARMER BROS CO|269117|XXXXXXX51086|-0.9084|0.9684|650000|
FARO|USD|FARO TECHNOLOGIES INC|4730428|XXXXXXX21021|-0.2724|0.3324|800000|
FAS|USD|DIREXION DAILY FIN BULL 3X|97276826|XXXXXXXY6941|-0.5723|0.6323|1000000|
FAST|USD|FASTENAL CO|269120|XXXXXXX01044|-0.2107|0.2707|5800000|
FAT|USD|FAT BRANDS INC|293013532|XXXXXXXN1054|-63.9031|63.9631|60000|
FATBP|USD|FAT BRANDS INC|434233818|XXXXXXXN5014|-31.5241|31.5841|25000|
FATE|USD|FATE THERAPEUTICS INC|134609575|XXXXXXXP1021|-0.1900|0.2500|650000|
FAVO|USD|FAVO CAPITAL INC|474517697|XXXXXXX41065|-0.4239|0.4839|3000|
FAX|USD|ABERDEEN ASIA-PAC INCOME FD|754642|XXXXXXX91070|-4.6537|4.7137|900000|
FAZ|USD|DIREXION DAILY FIN BEAR 3X|468796862|XXXXXXXE2404|-5.4940|5.5540|55000|
FB|USD|FACEBOOK INC-CLASS A|107113386|XXXXXXXM1027|-0.1900|0.2500|>10000000|
FBAK|USD|FIRST NATIONAL BANK ALASKA|30211061|XXXXXXXJ1060|-0.6837|0.7437|500|
FBC|USD|FLAGSTAR BANCORP INC|114892998|XXXXXXX07057|-0.4744|0.5344|4000000|
FBCD|USD|FBC HOLDING INC|121901949|XXXXXXXC2061|-0.8325|0.8925|5300000|
FBCG|USD|FIDELITY BLUE CHIP GROWTH|425203208|XXXXXXX23526|-2.9533|3.0133|5000|
FBCV|USD|FIDELITY BLUE CHIP VALUE ETF|425203213|XXXXXXX23450|-3.7225|3.7825|3000|
FBGI|USD|FOODBASE GROUP INC|470429600|XXXXXXX11033|-1.5960|1.6560|35000|
FBGX|USD|FI ENHANCED LARGE CAP GROWTH|155282136|XXXXXXX77808|-1.1005|1.1605|400|
FBHS|USD|FORTUNE BRANDS HOME &amp; SECURI|94078796|XXXXXXXC1062|-0.1900|0.2500|4600000|
FBIO|USD|FORTRESS BIOTECH INC|192276740|XXXXXXXQ1094|-0.5646|0.6246|400000|
FBIOP|USD|FORTRESS BIOTECH INC|296183598|XXXXXXXQ2084|-36.6776|36.7376|80000|
FBIZ|USD|FIRST BUSINESS FINANCIAL SER|36291399|XXXXXXX01002|-0.2231|0.2831|500000|
FBK|USD|FB FINANCIAL CORP|247848908|XXXXXXXX1046|-0.1900|0.2500|2200000|
FBMS|USD|FIRST BANCSHARES INC-MS|30211079|XXXXXXX61033|-0.2816|0.3416|550000|
FBNC|USD|FIRST BANCORP-NC|269154|XXXXXXX01062|-0.1900|0.2500|2000000|
FBND|USD|FIDELITY TOTAL BOND ETF|169694336|XXXXXXX83091|-2.5781|2.6381|250000|
FBP|USD|FIRST BANCORP PUERTO RICO|80986824|PR3186727065|-0.1900|0.2500|>10000000|
FBPI|USD|FIRST BANCORP OF INDIANA INC|51045089|XXXXXXXT2024|-0.8454|0.9054|4000|
FBPRL|USD|FIRST BANCORP, 7.00% NON-CUM PERP MNTHLY INCOME PFD STOCK E|26777382|PR3186726075|-8.3149|8.3749|70000|
FBPRM|USD|FIRST BANCORP|14075904|PR3186724096|-1.0749|1.1349|40000|
FBPRN|USD|FIRST BANCP 7.25% MNTHLY PFD STK|15543489|PR3186725085|-1.9788|2.0388|60000|
FBPRO|USD|FIRST BANCORP 8.35% PFD SERIES B|14075903|PR3186723007|-2.7940|2.8540|10000|
FBPRP|USD|FIRST BANCORP|14075898|PR3186722017|-0.3908|0.4508|500|
FBRX|USD|FORTE BIOSCIENCES INC|427382272|XXXXXXXG1094|-0.2615|0.3215|60000|
FBSE|USD|FASTBASE INC|372703381|XXXXXXXL1017|-0.1900|0.2500|1000|
FBSI|USD|FIRST BANCSHARES INC (MO)|4730493|XXXXXXX71006|-0.1900|0.2500|15000|
FBT|USD|FIRST TRUST NYSE ARCA BIOTEC|39622926|XXXXXXXE2037|-5.0795|5.1395|75000|
FBTT|USD|FIRST BANKERS TRUSTSHARES|75218039|XXXXXXXF1093|-0.5207|0.5807|85000|
FBZ|USD|FIRST TRUST BRAZIL|87254438|XXXXXXXJ1337|-3.6607|3.7207|500|
FC|USD|FRANKLIN COVEY CO|7280|XXXXXXX91098|-0.1957|0.2557|1300000|
FCAC|USD|FALCON CAPITAL ACQUISITIO-A|455975107|XXXXXXXL1089|-0.8302|0.8902|350000|
FCACU|USD|FALCON CAPITAL ACQUISITION|446666532|XXXXXXXL2079|-1.2484|1.3084|20000|
FCAP|USD|FIRST CAPITAL INC|4730503|XXXXXXXS1042|-3.2061|3.2661|15000|
FCAX|USD|FORTRESS CAPITAL ACQUISITI-A|474514885|KYG364271059|-1.1548|1.2148|250000|
FCAX U|USD|FORTRESS CAPITAL ACQUISITION|464974630|KYG364271133|-0.7262|0.7862|150000|
FCBC|USD|FIRST COMMUNITY BANKSHARES|11679650|XXXXXXXA1034|-0.1900|0.2500|1200000|
FCBP|USD|FIRST CHOICE BANCORP|301530383|XXXXXXXP1049|-0.1900|0.2500|150000|
FCCN|USD|SPECTRAL CAPITAL CORP|78729096|XXXXXXXR1095|-2.5342|2.5942|550000|
FCCO|USD|FIRST COMMUNITY CORP|16879602|XXXXXXX51047|-1.2250|1.2850|65000|
FCCT|USD|FIRST COMMUNITY CORP-TN|41139808|XXXXXXXK1007|-4.0930|4.1530|7000|
FCCTP|USD|FIRST COMNTY CORPORATION PRFD SR A|44606155|XXXXXXXK2096|-0.1900|0.2500|1000|
FCCY|USD|1ST CONSTITUTION BANCORP|14030567|XXXXXXXN1028|-0.3466|0.4066|200000|
FCEF|USD|FIRST TRUST CEF INCOME OPP|249325677|XXXXXXXF4090|-3.4008|3.4608|200|
FCEL|USD|FUELCELL ENERGY INC|365306765|XXXXXXXH6018|-0.1976|0.2576|1600000|
FCELB|USD|FUELCELL ENERGY INC|84951745|XXXXXXXH2058|-11.5754|11.6354|100|
FCF|USD|FIRST COMMONWEALTH FINL CORP|7077|XXXXXXX91078|-0.3590|0.4190|6700000|
FCFS|USD|FIRSTCASH INC|246771084|XXXXXXXD1054|-0.1900|0.2500|1300000|
FCG|USD|FIRST TRUST NATURAL GAS ETF|231046611|XXXXXXXE8075|-4.6531|4.7131|60000|
FCGD|USD|FIRST COLOMBIA GOLD CORP|149487251|XXXXXXX42009|-0.2400|0.3000|1000000|
FCIC|USD|FCCC INC|30211139|XXXXXXXC1045|-0.8454|0.9054|1000|
FCIT|USD|FIRST CITRUS BANCORPORATION|136001699|XXXXXXXT1025|-0.8454|0.9054|6000|
FCN|USD|FTI CONSULTING INC|6604491|XXXXXXX11093|-0.1900|0.2500|1600000|
FCNCA|USD|FIRST CITIZENS BCSHS -CL A|269174|XXXXXXXM1036|-0.1900|0.2500|150000|
FCNCB|USD|FIRST CITIZENS BCSHS -CL B|30211145|XXXXXXXM2026|-1.2477|1.3077|100|
FCNCP|USD|FIRST CITIZENS BANCSHARE|408542617|XXXXXXX63053|-10.4174|10.4774|7000|
FCOB|USD|1ST COLONIAL BANCORP INC|30211148|XXXXXXX61066|-12.5367|12.5967|65000|
FCOM|USD|FIDELITY MSCI COMMUNICATION|137229040|XXXXXXX28731|-2.4341|2.4941|50000|
FCPI|USD|FIDELITY STOCKS FOR INFL ETF|390616575|XXXXXXX23864|-6.3778|6.4378|600|
FCPT|USD|FOUR CORNERS PROPERTY TRUST|210810670|XXXXXXXT1097|-0.1900|0.2500|1400000|
FCRD|USD|FIRST EAGLE ALTERNATIVE CAPI|437851417|XXXXXXXB1008|-11.2925|11.3525|600000|
FCRW|USD|FIRST EAGLE ALTERNATIVE|438264864|XXXXXXXB2097|-18.7592|18.8192|700|
FCRZ|USD|FIRST EAGLE ALTERNATIVE|438260509|XXXXXXXB3087|-7.2443|7.3043|25000|
FCSMF|USD|FOCUS GRAPHITE INC|108073931|CA34416E1060|-7.9901|8.0501|1800000|
FCT|USD|FIRST TRUST SENIOR FLOATING|29854151|XXXXXXXU1088|-18.2210|18.2810|100000|
FCTI|USD|FACT INC|455582587|XXXXXXXK1051|-2.7071|2.7671|1000|
FCTR|USD|FIRST TRUST LUNT US FACTOR|327422060|XXXXXXXE8729|-3.2123|3.2723|30000|
FCUUF|USD|FISSION URANIUM CORP|126993450|CA33812R1091|-12.3208|12.3808|3100000|
FCX|USD|FREEPORT-MCMORAN INC|7089|XXXXXXXD8570|-0.1900|0.2500|>10000000|
FDBC|USD|FIDELITY D&amp;D BANCORP INC|30211194|XXXXXXXR1005|-1.8339|1.8939|4000|
FDBH|USD|FOUNDERS BAY HOLDINGS|273984039|XXXXXXXR1032|-0.8454|0.9054|900|
FDBL|USD|FRIENDABLE INC|381034961|XXXXXXX22094|-6.0286|6.0886|900000|
FDCFF|USD|FORUM ENERGY METALS CORP|308729713|CA34985Q1000|-1.6119|1.6719|40000|
FDCT|USD|FDCTECH INC|425242758|XXXXXXXN1046|-2.7810|2.8410|100000|
FDD|USD|FIRST TRUST STOXX EUROPE|46035703|XXXXXXXT1097|-5.7693|5.8293|15000|
FDEU|USD|FIRST TR DYN EUR EQTY INC|207743235|XXXXXXXD1072|-24.9914|25.0514|8000|
FDG|USD|AMERICAN CENTURY FOCUSED DYN|415594731|XXXXXXX28104|-1.4710|1.5310|5000|
FDIS|USD|FIDELITY CON DISCRET ETF|137229010|XXXXXXX22049|-3.0496|3.1096|40000|
FDIT|USD|FINDIT INC|184285316|XXXXXXXN1000|-3.3408|3.4008|40000|
FDIV|USD|FIRST TRUST STRATEGIC INCOME|163615288|XXXXXXXQ3092|-10.4264|10.4864|3000|
FDL|USD|FIRST TRUST MORN DVD LEAD IN|38302219|XXXXXXX71091|-2.7662|2.8262|90000|
FDLB|USD|FIDELITY FEDERAL BANCORP|75399270|XXXXXXX12055|-0.6870|0.7470|900|
FDLO|USD|FIDELITY LOW VOLATILITY FACT|247848812|XXXXXXX28244|-1.9016|1.9616|15000|
FDM|USD|FIRST TRUST DOW J SELECT MIC|36253174|XXXXXXXM1053|-2.5854|2.6454|25000|
FDMO|USD|FIDELITY MOMENTUM FACTOR ETF|247848818|XXXXXXX28160|-1.3002|1.3602|95000|
FDMSF|USD|FANDOM SPORTS MEDIA CORP.|402623080|CA30710L2003|-3.1329|3.1929|200000|
FDMT|USD|4D MOLECULAR THERAPEUTICS IN|459919775|XXXXXXXE1001|-0.1966|0.2566|65000|
FDN|USD|FIRST TRUST DJ INTERNET IND|39622928|XXXXXXXE3027|-1.8095|1.8695|100000|
FDNHQ|USD|FOUNDATION HEALTHCARE INC|179576001|XXXXXXX52057|-0.2400|0.3000|35000|
FDNI|USD|FIRST TRUST DOW JONES INTL|340390091|XXXXXXXX7701|-6.0190|6.0790|15000|
FDOC|USD|FUEL DOCTOR HOLDINGS INC|95176338|XXXXXXXU1060|-0.1900|0.2500|800|
FDP|USD|FRESH DEL MONTE PRODUCE INC|6478290|KYG367381053|-0.1900|0.2500|3500000|
FDRR|USD|FIDELITY DIV ETF RISE RATES|247848809|XXXXXXX28327|-1.9052|1.9652|35000|
FDS|USD|FACTSET RESEARCH SYSTEMS INC|1847145|XXXXXXX51057|-0.1900|0.2500|550000|
FDT|USD|FIRST TRUST DEVELP MKT EX-US|87254444|XXXXXXXJ1741|-1.6309|1.6909|15000|
FDTC|USD|FNDS3000 CORP|49954159|XXXXXXXV1026|-1.3196|1.3796|15000|
FDUS|USD|FIDUS INVESTMENT CORP|90053147|XXXXXXX01070|-0.6492|0.7092|55000|
FDUSG|USD|FIDUS INVESTMENT CORP|387541621|XXXXXXX04041|-14.2867|14.3467|35000|
FDVA|USD|FREEDOM BANK OF VIRGINIA|30739750|XXXXXXXM1027|-1.4950|1.5550|15000|
FDVV|USD|FIDELITY HIGH DIVIDEND ETF|247848806|XXXXXXX28400|-2.2214|2.2814|60000|
FDVXF|USD|FENIXORO GOLD CORP|423194462|CA31447M1077|-1.4820|1.5420|9000|
FDX|USD|FEDEX CORPORATION|5100583|XXXXXXXX1063|-0.1900|0.2500|7600000|
FE|USD|FIRSTENERGY CORP|3265376|XXXXXXX21074|-0.1900|0.2500|>10000000|
FEBZ|USD|TRUESHARES STRUCTURED OUTCOM|468790589|XXXXXXXF7556|-0.6870|0.7470|200|
FECOF|USD|FEC RESOURCES INC|35410073|CA30246X1087|-1.3471|1.4071|1600000|
FEDU|USD|FOUR SEASONS EDUCATION CAYMA|295297702|XXXXXXXA1016|-5.1301|5.1901|100000|
FEDX|USD|EMLES FEDERAL CONTRACTORS|450042689|XXXXXXX18714|-1.4956|1.5556|600|
FEI|USD|FIRST TRUST MLP AND ENERGY I|117883859|XXXXXXXB1044|-8.8356|8.8956|150000|
FEIM|USD|FREQUENCY ELECTRONICS INC|754672|XXXXXXX01067|-0.3863|0.4463|450000|
FELE|USD|FRANKLIN ELECTRIC CO INC|269208|XXXXXXX41028|-0.4131|0.4731|1500000|
FEM|USD|FIRST TRUST EMERGING MARKETS|87254450|XXXXXXXJ1824|-6.7706|6.8306|10000|
FEMB|USD|FIRST TRUST EMERGING MARKETS|172854883|XXXXXXXP2020|-18.4100|18.4700|300|
FEMFF|USD|FIRST ENERGY METALS LTD|305186154|CA32016U2074|-8.1720|8.2320|25000|
FEMS|USD|FIRST TRUST EMERGING MARKETS|102447844|XXXXXXXJ3077|-9.0014|9.0614|15000|
FENC|USD|FENNEC PHARMACEUTICALS INC|165875335|CA31447P1009|-1.2269|1.2869|350000|
FENG|USD|PHOENIX NEW MEDIA LTD -ADR|87880200|XXXXXXXC1036|-12.2643|12.3243|2000000|
FENRF|USD|FENWAY RES LTD (F)|72653272|CA3146521081|-0.1900|0.2500|2000|
FENY|USD|FIDELITY MSCI ENERGY ETF|137229016|XXXXXXX24029|-2.9609|3.0209|1000000|
FEO|USD|FIRST TRUST ABERDEEN EMG OPP|40678538|XXXXXXXK1025|-23.3049|23.3649|35000|
FEP|USD|FIRST TRUST EUROPE|87254455|XXXXXXXJ1170|-8.8026|8.8626|25000|
FERG|USD|FERGUSON PLC|475847672|JE00BJVNSS43|-0.3853|0.4453|10000|
FERL|USD|FEARLESS FILMS INC|459314405|XXXXXXX02067|-1.0565|1.1165|10000|
FET|USD|FORUM ENERGY TECHNOLOGIES IN|453020818|XXXXXXXV2097|-0.3903|0.4503|15000|
FETM|USD|FENTURA FINANCIAL INC|30211217|XXXXXXX51022|-7.0041|7.0641|4000|
FEVR|USD|INSPIRE FAITHWARD LARCAP MOM|459331995|XXXXXXXH3518|-7.8856|7.9456|100|
FEX|USD|FIRST TRUST LARGE CAP CORE A|44000304|XXXXXXXK1097|-6.5202|6.5802|10000|
FEYE|USD|FIREEYE INC|134777769|XXXXXXXQ1013|-0.1900|0.2500|1900000|
FEZ|USD|SPDR EURO STOXX 50 ETF|45555861|XXXXXXXX2027|-0.5845|0.6445|300000|
FF|USD|FUTUREFUEL CORP|52298132|XXXXXXXM1062|-0.3590|0.4190|2600000|
FFA|USD|FIRST TRUST ENH EQUITY INC|30689013|XXXXXXX81094|-86.8585|86.9185|2000|
FFBC|USD|FIRST FINANCIAL BANCORP|3655529|XXXXXXX91092|-0.1900|0.2500|5700000|
FFBW|USD|FFBW INC|399802270|XXXXXXXM1036|-1.6715|1.7315|15000|
FFEB|USD|FT CBOE VEST US EQY BUFF-FEB|404810126|XXXXXXXF7630|-6.0963|6.1563|35000|
FFG|USD|FBL FINANCIAL GROUP INC-CL A|2007414|XXXXXXXF1066|-0.3592|0.4192|1600000|
FFHL|USD|FUWEI FILMS HOLDINGS CO LTD|257859828|KYG3704F1101|-0.7581|0.8181|1000|
FFIC|USD|FLUSHING FINANCIAL CORP|3655544|XXXXXXX31057|-0.4131|0.4731|2600000|
FFIN|USD|FIRST FINL BANKSHARES INC|4730625|XXXXXXXR1095|-0.1900|0.2500|100000|
FFIV|USD|F5 NETWORKS INC|6248713|XXXXXXX61024|-0.1900|0.2500|1000000|
FFMGF|USD|FIRST MINING GOLD CORP|302202046|CA3208901064|-0.9948|1.0548|2200000|
FFNTF|USD|4FRONT VENTURES CORP|376699097|CA35086B2075|-6.5099|6.5699|2800000|
FFNW|USD|FIRST FINANCIAL NORTHWEST|46635850|XXXXXXXK1025|-1.4020|1.4620|950000|
FFOXF|USD|FIREFOX GOLD CORP|434092875|CA31816R1091|NA|NA|200000|
FFRMF|USD|FUTURE FARM TECHNOLOGIES INC|264547629|CA36116Y1007|-1.0490|1.1090|200000|
FFTI|USD|FORMULAFOLIOS TACTICAL INCOM|278386938|XXXXXXXH6669|-1.7662|1.8262|7000|
FFTY|USD|INNOVATOR IBD 50 ETF|295751205|XXXXXXXC1027|-5.8257|5.8857|65000|
FFWC|USD|FFW CORP|4730655|XXXXXXXL1089|-1.0143|1.0743|100|
FFWM|USD|FIRST FOUNDATION INC|172611120|XXXXXXXV1044|-0.1900|0.2500|2300000|
FFZY|USD|FANSFRENZY CORP|298535596|XXXXXXX11088|-0.1900|0.2500|100000|
FGB|USD|FIRST TRUST SPECIALTY FINANC|44495082|XXXXXXXG1094|-2.1758|2.2358|150000|
FGBI|USD|FIRST GUARANTY BANCSHARES IN|139701596|XXXXXXXP1066|-0.5935|0.6535|50000|
FGCO|USD|FINANCIAL GRAVITY COMPANIES|264327255|XXXXXXXE1029|-0.2400|0.3000|6000|
FGD|USD|FIRST TRUST DJ GL SEL DVD|47488731|XXXXXXXX2009|-0.2778|0.3378|35000|
FGEN|USD|FIBROGEN INC|173710088|XXXXXXXQ8087|-0.1900|0.2500|800000|
FGF|USD|FG FINANCIAL GROUP INC|460623540|XXXXXXXW1045|-0.9765|1.0365|55000|
FGFH|USD|FORESIGHT FINANCIAL GROUP|30211230|XXXXXXX61079|-0.5207|0.5807|50000|
FGFPP|USD|FG FINANCIAL GROUP INC|460646621|XXXXXXXW2035|-66.4459|66.5059|2000|
FGNA|USD|FG NEW AMERICA ACQUISITION-A|454815232|XXXXXXXV1061|-2.2230|2.2830|30000|
FGNA U|USD|FG NEW AMERICA ACQUISITION C|444884760|XXXXXXXV2051|-1.3603|1.4203|65000|
FGPR|USD|FERRELLGAS PARTNERS-LP|480327047|XXXXXXX32097|-32.2995|32.3595|45000|
FGROY|USD|FIRSTGROUP PLC-UNSP ADR|54968653|XXXXXXXM1071|-0.1900|0.2500|3000|
FHB|USD|FIRST HAWAIIAN INC|242971206|XXXXXXXX1081|-0.1900|0.2500|3400000|
FHBC|USD|FERNHILL BEVERAGE INC|214726788|XXXXXXX81075|-0.8454|0.9054|9400000|
FHBI|USD|FIRST HOME BANCORP INC-SEMIN|403540428|XXXXXXXL1052|-0.8454|0.9054|400|
FHI|USD|FEDERATED HERMES INC|6477744|XXXXXXX11034|-0.3590|0.4190|4000000|
FHLB|USD|FRIENDLY HILLS BANK|42454548|XXXXXXX71061|-0.4239|0.4839|6000|
FHLC|USD|FIDELITY HEALTH CARE ETF|137229025|XXXXXXX26008|-3.1140|3.1740|100000|
FHN|USD|FIRST HORIZON CORP|269555|XXXXXXX71057|-0.1900|0.2500|>10000000|
FHN PRA|USD|FIRST HORIZON NATIONAL|121864400|XXXXXXX72048|-21.8831|21.9431|10000|
FHN PRB|USD|IBERIABANK CORP|431438929|XXXXXXX75017|-43.4525|43.5125|20000|
FHN PRC|USD|IBERIABANK CORP|431438988|XXXXXXX76007|-72.3901|72.4501|15000|
FHN PRD|USD|IBERIABANK CORP|431437486|XXXXXXX78086|-3.3539|3.4139|50000|
FHN PRE|USD|FIRST HORIZON NATIONAL|423676976|XXXXXXX74028|-38.5643|38.6243|6000|
FHS|USD|FIRST HIGH-SCHOOL EDUCAT-ADR|475867748|XXXXXXX51002|-65.8229|65.8829|300000|
FHTX|USD|FOGHORN THERAPEUTICS INC|451730057|XXXXXXX41077|-0.7108|0.7708|6000|
FI|USD|FRANK'S INTERNATIONAL NV|132553719|NL0010556684|-0.3590|0.4190|4300000|
FIBK|USD|FIRST INTERSTATE BANCSYS-A|73793486|XXXXXXXY2019|-0.4131|0.4731|1900000|
FICO|USD|FAIR ISAAC CORP|269280|XXXXXXX01047|-0.1998|0.2598|500000|
FID|USD|FIRST TRUST S&amp;P INTERNATIONA|331629636|XXXXXXXR6889|-22.3613|22.4213|45000|
FIDI|USD|FIDELITY INTL HIGH DIV ETF|303019407|XXXXXXX27253|-9.1003|9.1603|10000|
FIDU|USD|FIDELITY INDUSTRIALS ETF|137229028|XXXXXXX27097|-3.5344|3.5944|15000|
FIEE|USD|UBS FI ENHANCED EUR 50 ETN|222449905|XXXXXXXD2348|-0.6729|0.7329|700|
FIF|USD|FIRST TRUST ENERGY INFRASTRU|95186686|XXXXXXXC1036|-78.7377|78.7977|45000|
FIHD|USD|UBS FI ENH GL HI YLD ETN|222868408|XXXXXXXD2181|-5.5562|5.6162|300|
FIII|USD|FORUM MERGER III CORP - A|446336326|XXXXXXX51035|-3.8623|3.9223|750000|
FIIIU|USD|FORUM MERGER III CORP|440644777|XXXXXXX52025|-1.1600|1.2200|10000|
FILL|USD|ISHARES MSCI GLOBAL ENERGY P|101780391|XXXXXXX63439|-19.2580|19.3180|20000|
FINGF|USD|FINNING INTERNATIONAL INC|75217426|CA3180714048|-0.1900|0.2500|40000|
FINM|USD|MARLIN TECHNOLOGY CORP-A|475160284|KYG584111028|-1.4956|1.5556|10000|
FINMU|USD|MARLIN TECHNOLOGY CORP|465157057|KYG584111283|-1.1600|1.2200|250000|
FINMY|USD|LEONARDO SPA-ADR|234653957|XXXXXXXW1018|-1.2420|1.3020|20000|
FINS|USD|ANGEL OAK FINANC STRAT INC|368316148|XXXXXXXA1007|-36.4938|36.5538|35000|
FINV|USD|FINVOLUTION GROUP|392428133|XXXXXXXT1016|-0.3996|0.4596|3000000|
FINX|USD|GLOBAL X FINTECH ETF|247691379|XXXXXXXY8140|-1.6673|1.7273|45000|
FIOGF|USD|FIORE GOLD LTD|290880554|CA31810L1085|-1.4820|1.5420|35000|
FIORF|USD|FIORE CANNABIS LTD|453925116|CA31811L1076|-1.8274|1.8874|60000|
FIS|USD|FIDELITY NATIONAL INFO SERV|37866641|XXXXXXXM1062|-0.1900|0.2500|>10000000|
FISB|USD|1ST CAPITAL BANCORP|453300378|XXXXXXX71009|-2.1575|2.2175|70000|
FISI|USD|FINANCIAL INSTITUTIONS INC|6857565|XXXXXXX54047|-0.1900|0.2500|1300000|
FISK|USD|EMPIRE STATE REALTY OP -S250|135745697|XXXXXXX23089|-0.6945|0.7545|2000|
FISOF|USD|FISSION 3.0 CORP|316073763|CA3381242096|-3.1512|3.2112|90000|
FISR|USD|SPDR SSGA F-I SECTOR ROTATE|359693011|XXXXXXXP5070|-15.4331|15.4931|25000|
FISV|USD|FISERV INC|269315|XXXXXXX81088|-0.1900|0.2500|>10000000|
FITB|USD|FIFTH THIRD BANCORP|269318|XXXXXXX31005|-0.3590|0.4190|>10000000|
FITBI|USD|FIFTH THIRD BANCORP DEPO SHS REPSTG|140125011|XXXXXXX36053|-2.8888|2.9488|5000|
FITBO|USD|FIFTH THIRD BANCORP|385829554|XXXXXXX38604|-26.6463|26.7063|1000|
FITBP|USD|FIFTH THIRD BANK 6 PERP PFD|381157134|XXXXXXX38869|-20.8457|20.9057|15000|
FITE|USD|SPDR S&amp;P KENSHO FUTURE SECUR|301004569|XXXXXXXR6716|-7.1032|7.1632|4000|
FITX|USD|CREATIVE EDGE NUTRITION INC|125309519|XXXXXXXW2052|-0.2400|0.3000|950000|
FIV|USD|FIRST TRUST SENIOR FLOATING|260083092|XXXXXXXK1016|-77.6889|77.7489|450000|
FIVE|USD|FIVE BELOW|110650558|XXXXXXXM1018|-0.1900|0.2500|1200000|
FIVG|USD|DEFIANCE NEXT GEN CONN ETF|355866757|XXXXXXXA2895|-1.9315|1.9915|150000|
FIVN|USD|FIVE9 INC|147887136|XXXXXXX71012|-0.1900|0.2500|1500000|
FIW|USD|FIRST TRUST WATER ETF|44000309|XXXXXXXB1008|-5.4179|5.4779|100000|
